target_id	length	eff_length	est_counts	tpm
beta3GalTII	1691	1543.01	161	6.58444
lolal	3830	3682.01	11051	189.399
disco	3041	2893.01	461	10.0557
SmD3	893	745.033	2353	199.301
CG33695	2057	1909.01	488	16.1314
CG13794	2104	1956.01	128	4.12953
His3:CG33818	4713	4565.01	82646	1142.46
RpS12	1398	1250.01	16141	814.851
Ssk	817	669.05	38	3.58416
GstE11	848	700.042	13	1.17188
RpL40	686	538.079	46568	5461.4
His3.3B	2602	2454.01	27756	713.744
CG5323	1165	1017.01	1466	90.9641
fwe	2467	2319.01	2620	71.2952
IFT52	882	734.033	6	0.51582
CG11180	869	721.033	190	16.6288
CG34135	1085	937.013	115	7.74488
bic	3506	3358.01	14622	274.781
His2Av	1826	1678.01	13413	504.421
ATPsynD	697	549.079	4737	544.416
CG13901	1945	1797.01	972.41	34.1476
poly	928	780.023	1977	159.942
Ufd4	6823	6675.01	10964	103.652
RpS15Aa	598	450.116	35275	4945.43
RhoGEF2	11413	11265	1613.69	9.0396
CG16865	1214	1066.01	2510	148.585
CG5104	1115	967.013	614	40.0681
CG15356	6671	6523.01	225	2.17669
Chc	4623	4475.01	885	12.4799
Rpb8	666	518.098	744	90.6198
Caf1-105	601	453.116	808	112.529
E(bx)	9184	9036.01	4632	32.3485
AP-2sigma	1109	961.013	441	28.9582
Dbp73D	1004	856.013	130	9.58353
Ubc10	1281	1133.01	1195	66.5572
Archease	1175	1027.01	773	47.497
osa	9908	9760.01	1841	11.9033
vnc	1718	1570.01	4980	200.165
GATAd	3071	2923.01	417	9.00259
Rab18	935	787.023	1221	97.9018
RpL23	575	427.122	61082	9024.51
mrj	2576	2428.01	3508	91.174
CG11504	2870	2722.01	755	17.5033
Aps	2035	1887.01	2409	80.5609
san	1054	906.013	528	36.7758
Dpck	1912	1764.01	1733	61.9953
RYBP	3739	3591.01	4092	71.9086
RpL12	884	736.033	84574	7251.07
CG32113	12396	12248	995	5.12649
CG31935	2908	2760.01	380	8.6883
ATPsynC	1532	1384.01	21164	964.984
Prosalpha3	2960	2812.01	3059	68.6475
Adi1	812	664.05	228	21.6669
Adk3	1625	1477.01	225	9.61303
RpS10b	932	784.023	13865	1115.97
RanBP3	1896	1748.01	934	33.7182
ND-19	1696	1548.01	8635	352.006
CG13601	1174	1026.01	1509	92.8108
CG32638	1590	1442.01	1114	48.7504
EMC8-9	1370	1222.01	2245	115.932
tsr	753	605.05	9429	983.414
CG14182	2987	2839.01	1037.39	23.0588
UbcE2M	959	811.013	3479	270.7
pasi1	697	549.079	512	58.8434
vih	2718	2570.01	2918	71.6493
CG5151	1049	901.013	352	24.6532
AP-1sigma	989	841.013	5466	410.137
mRpL43	2264	2116.01	1091	32.5363
CG9319	2404	2256.01	1285	35.9438
RpL21	679	531.085	74646	8869.61
Trs31	618	470.111	330	44.2972
Prosalpha7	1222	1074.01	1077	63.2803
msps	7751	7603.01	2691	22.3352
CG44774	7600	7452.01	446.055	3.77726
Ufc1	858	710.042	18	1.59975
Nup50	1738	1590.01	2214	87.8697
eIF1A	1709	1561.01	3133	126.653
Arf102F	840	692.042	2840	258.969
CG3104	639	491.105	2	0.256991
CG12818	1774	1626.01	211	8.18881
run	1234	1086.01	1395	81.059
ben	2279	2131.01	5161	152.831
Naa20A	2315	2167.01	1062	30.9261
Aos1	2324	2176.01	3536	102.545
mRpL17	1073	925.013	371	25.3098
Spase22-23	1370	1222.01	3214	165.971
Lrr47	1700	1552.01	324	13.1738
RpS23	700	552.072	100044	11435.6
skd	13045	12897	1246.19	6.0976
nej	15185	15037	3743.56	15.7103
CG9960	1170	1022.01	79	4.8779
RpS27A	890	742.033	64777	5508.84
kappaB-Ras	1260	1112.01	290	16.457
RpS16	547	399.138	83200	13154.2
Arfrp1	1278	1130.01	752	41.9949
CG9084	580	432.122	6	0.876208
Tor	6120	5972.01	475	5.01921
RpL24	731	583.058	57998	6277.17
S2P	1372	1224.01	1083	55.8348
smt3_1	17731	17583	1013.43	3.63715
pcx	12307	12159	2443	12.6791
OSCP1	2741	2593.01	46	1.11948
lwr	1307	1159.01	1898	103.34
CG13001	33516	33368	57.679	0.109081
unc-119	1109	961.013	5	0.328324
CG7272	921	773.033	12	0.979593
Non2	1885	1737.01	10114	367.436
nesd	2137	1989.01	125	3.96584
sqh	1274	1126.01	9712	544.287
MCTS1	905	757.033	1763	146.96
Prosalpha6	1674	1526.01	2254	93.209
CG44001	2494	2346.01	2113	56.837
AIMP2	3878	3730.01	142	2.40237
Cam	1710	1562.01	2538	102.534
RpL14	863	715.042	83702	7386.98
CG12768	2236	2088.01	5	0.151112
RpL9	957	809.013	99704	7777.13
MED8	1163	1015.01	1831	113.836
unc-104	7176	7028.01	37	0.332224
Rga_1	20181	20033	183.82	0.579041
Mlf	4332	4184.01	8173.96	123.283
RpS18	549	401.138	59987	9436.83
Ubc6	2535	2387.01	3970	104.954
CG2006	975	827.013	154	11.7509
Mlc1	722	574.065	7	0.769483
CG11986	1427	1279.01	562	27.7283
CG7492	2178	2030.01	623	19.3665
Mi-2	6139	5991.01	4848	51.0652
CG14440	2555	2407.01	3871	101.486
awd	679	531.085	5251	623.936
ttk	3252	3104.01	43	0.874193
CG5220	1471	1323.01	696	33.1977
Ras85D	3615	3467.01	3689	67.1453
BCAS2	917	769.033	535	43.9007
CG9286	1337	1189.01	1168	61.9896
CG8481	2440	2292.01	451	12.4171
Tsp42Ee	2262	2114.01	2354	70.2686
Pex12	1321	1173.01	167	8.98413
Arl2	1182	1034.01	329	20.0785
RpL24-like	1308	1160.01	6652	361.869
eff	27731	27583	8418	19.2588
Rheb	2123	1975.01	863	27.5742
DCTN55	1679	1531.01	912	37.5905
CG10470	2975	2827.01	490	10.9378
mgr	2070	1922.01	3259	107.002
trio	9170	9022.01	3252	22.7462
mRpL13	1040	892.013	619	43.7907
CG6144	2484	2336.01	547	14.7766
CG40045	1061	913.013	793	54.8098
Fgop2	1721	1573.01	2502	100.373
PKD	1797	1649.01	22	0.841901
CG14591	1887	1739.01	31	1.12492
Chd64	1533	1385.01	5839	266.04
mRpL11	1879	1731.01	1644	59.9327
Mt2	1137	989.013	130	8.29476
Arl1	2171	2023.01	999	31.1623
CG17121	1478	1330.01	1689	80.1376
Bug22	997	849.013	2739	203.582
Vps13	11840	11692	275	1.48425
Rme-8	6508	6360.01	100	0.992212
PPP4R2r	6006	5858.01	10091	108.704
RabX6	2525	2377.01	677	17.973
CG13192	1334	1186.01	3446	183.353
Scp2	651	503.105	9	1.12888
asf1	1430	1282.01	215	10.583
Prp38	1297	1149.01	1603	88.0381
CG8435	1200	1052.01	663	39.7699
CG30499	5365	5217.01	3478	42.0698
CG5885	817	669.05	6288	593.084
Pten	4113	3965.01	496	7.89404
CG1354	799	651.05	440	42.6482
CG10089	731	583.058	40	4.32923
Wbp2	1671	1523.01	2152	89.1663
Arl5	1394	1246.01	2245	113.699
Paf-AHalpha	4394	4246.01	1143	16.9874
CG6617	2810	2662.01	2124	50.3508
Rrp42	1007	859.013	202	14.8393
Bka	805	657.05	591	56.7612
or	2009	1861.01	785	26.6184
CG15617	1123	975.013	3	0.194166
MED26	6732	6584.01	4189	40.1497
Prosalpha5	988	840.013	3995	300.119
Rap1	2885	2737.01	596.169	13.7453
CG4511	1415	1267.01	1796	89.4515
CHMP2B	1021	873.013	389	28.1184
Ccz1	2511	2363.01	364.006	9.72085
RpL18	1739	1591.01	76722.4	3043.06
Tsp97E	1626	1478.01	1061	45.3001
Sec22	4235	4087.01	1529.82	23.6208
Rap2l	3498	3350.01	2709	51.0299
CG34351	1478	1330.01	22	1.04383
Rab35	2747	2599.01	1294	31.4187
CG6013	872	724.033	398	34.6886
Pcmt	1533	1385.01	2252	102.607
ics	1154	1006.01	1932	121.19
CG42676	1633	1485.01	109	4.63189
Gie	1031	883.013	1002	71.6082
corto	8282	8134.01	2674	20.7453
THG	4531	4383.01	3916	56.3809
trsn	1205	1057.01	2112	126.089
CG6707	2035	1887.01	3126	104.539
Ubc4	1035	887.013	1719	122.295
RpL19	2178	2030.01	53171	1652.87
Rab9	1667	1519.01	124	5.15137
al	3815	3667.01	1	0.0172088
CG5861	3143	2995.01	1802	37.9681
CG5515	1030	882.013	2605	186.378
CG7946	2052	1904.01	1425	47.2288
Nca	1098	950.013	1562	103.756
Trs23	1028	880.013	292	20.939
UbcE2H	2984	2836.01	2074	46.1491
red	3711	3563.01	1583	28.0366
CG13603	1029	881.013	707	50.6407
Rac1	869	721.033	22	1.92544
Chmp1	1941	1793.01	1591	55.995
CG13887	1131	983.013	1642	105.409
U2A	1087	939.013	1086	72.9828
KdelR	2510	2362.01	4713	125.915
Gos28	959	811.013	197	15.3285
Vps24	783	635.05	115	11.4275
Vps28	803	655.05	388	37.3783
Tdrd3	1641	1493.01	294	12.4264
eIF6	1927	1779.01	5132.51	182.059
U2af38	1480	1332.01	12441	589.399
CG4281	4295	4147.01	656	9.9823
CG6405	1786	1638.01	103	3.9681
CG6443	2370	2222.01	1918	54.4709
CG9132	2059	1911.01	3108	102.631
nw	1246	1098.01	46	2.6437
RpL15	1527	1379.01	91821	4201.81
Cdc42	2169	2021.01	888	27.7272
RpL7-like	994	846.013	1339	99.8771
Atg101	3808	3660.01	3984	68.6909
CG4645	1816	1668.01	917	34.6922
RFeSP	888	740.033	6520	555.98
CG7879	4545	4397.01	929	13.3328
Rho1	2332	2184.01	8554	247.159
Sar1	1387	1239.01	2572	130.996
RpL13	1725	1577.01	77733	3110.52
Vamp7	3049	2901.01	1683	36.6097
CG11802	1602	1454.01	114	4.94765
Sirt6	1692	1544.01	318	12.9969
inc	2558	2410.01	1678	43.9375
Arf79F	3806	3658.01	5857	101.04
Rab4	2327	2179.01	351	10.1651
CG9018	1181	1033.01	179.808	10.9841
nkd	1716	1568.01	15	0.603676
Rpb5	754	606.05	566	58.9346
CG12007	1618	1470.01	218	9.35831
RpL13A	851	703.042	78201	7019.3
vig	7161	7013.01	12405.2	111.625
CG4025	1448	1300.01	1227	59.5606
RpS8	1847	1699.01	51109	1898.29
Vha26	5015	4867.01	3036.91	39.3761
Crk	2032	1884.01	3241	108.557
Clp	3987	3839.01	1495	24.5745
tun	3554	3406.01	287	5.31738
RpS9	720	572.065	15694	1731.21
Dcp-1	2196	2048.01	1559	48.037
Tsp42Ea	1444	1296.01	317.045	15.4374
tth	1689	1541.01	281	11.507
Rab1	1377	1229.01	5313	272.801
CG7650	1593	1445.01	1062	46.3783
mats	4890	4742.01	2484	33.0561
Prx2540-2	1957	1809.01	98	3.41859
Fbp2	949	801.023	5	0.393901
Bx	2489	2341.01	153.454	4.13655
RpL23A	875	727.033	73011	6337.19
nopo	1861	1713.01	362	13.3355
Tsp74F	1766	1618.01	726	28.315
CG6971	3230	3082.01	2125	43.5098
ear	6770	6622.01	2102	20.0311
Tango2	1262	1114.01	45	2.54909
Myo10A	9757	9609.01	241	1.58271
RpL10Ab	792	644.05	91811	8995.75
Spred	1912	1764.01	263	9.40841
Dnz1	1203	1055.01	795	47.5523
rush	3007	2859.01	431	9.51313
Mob4	1134	986.013	1945	124.48
Ran	1818	1670.01	4458	168.454
CG7966	765	617.05	8	0.818148
Zip102B	1539	1391.01	184	8.34736
CG17454	2249	2101.01	3216	96.5939
CG3709	2499	2351.01	5001	134.234
CG31937	1580	1432.01	211	9.29818
Rab39	1876	1728.01	50	1.82593
Vps60	1327	1179.01	1150	61.5519
CG4612	9275	9127.01	2862	19.7881
shrb	1566	1418.01	721	32.0861
Eb1	2885	2737.01	3824.15	88.1699
eEF1beta	1021	873.013	54415	3933.33
CG10492	5199	5051.01	2771	34.6195
Rab2	2328	2180.01	996	28.8312
CG30382	2111	1963.01	5974	192.046
ck	7183	7035.01	92	0.825249
Atg5	4259	4111.01	2257	34.6454
vg	1743	1595.01	3	0.118691
Gpdh	736	588.058	261	28.008
CG7420	2433	2285.01	389	10.7429
Rbcn-3A	9322	9174.01	3026	20.8148
l(3)73Ah	3594	3446.01	1256	23.0004
CG10321	3922	3774.01	232	3.87924
Rala	1531	1383.01	1363	62.1916
CG3198	2964	2816.01	2250	50.4208
SxlB	2561	2413.01	1697	44.3797
Maf1	3075	2927.01	2790	60.1509
CG10555	3693	3545.01	2097	37.3287
Spf45	2797	2649.01	1715	40.8547
Mapmodulin	1115	967.013	3691	240.865
rdgBbeta	2010	1862.01	582	19.7243
CG43367	9357	9209.01	709	4.85842
EMC3	1040	892.013	572	40.4657
mod(mdg4)	3091	2943.01	7138	153.055
bs	3021	2873.01	1000.99	21.9864
CG6765	3590	3442.01	68	1.24669
Adf1	1716	1568.01	2534	101.981
Fip1	3026	2878.01	4534	99.4148
tank	3380	3232.01	2843	55.5093
CG8184	13130	12982	2634	12.8037
CG2865	3238	3090.01	742	15.1533
dgt3	2017	1869.01	900	30.3873
CG40498	1611	1463.01	12	0.517601
CG7971_1	2111	1963.01	3970.65	127.644
Rab11	2702	2554.01	2800	69.1827
tow	2372	2224.01	51	1.44709
CG34376	3159	3011.01	21	0.440118
Bsg	2076	1928.01	2636	86.2775
CG31548	953	805.013	674	52.8347
snama	4809	4661.01	1535	20.7821
RpL10	940	792.023	104022	8288
RabX1	1999	1851.01	2099	71.5592
lsn	2391	2243.01	692	19.4687
Dd	2297	2149.01	2182	64.0734
CG13344	4194	4046.01	2140	33.3771
Tmhs	1212	1064.01	193	11.4465
Vta1	5895	5747.01	1616	17.7444
mRpL28	1086	938.013	1137	76.4916
dpn	3669	3521.01	692	12.4023
mRpL24	915	767.033	435	35.788
CG15812	2862	2714.01	707	16.4388
CG2790	4147	3999.01	562	8.86841
GstS1	1559	1411.01	2006	89.7144
CG6621	3530	3382.01	1113	20.7674
CG8547	2825	2677.01	911	21.4749
eIF3f1	3892	3744.01	7476	126.007
Mvb12	6005	5857.01	1011	10.8927
Prp8	7416	7268.01	6860	59.5622
CG10907	1257	1109.01	315	17.9241
scu	1299	1151.01	2853	156.417
Vps2	1840	1692.01	275	10.2563
CAHbeta	1284	1136.01	265	14.7206
Pglym78	968	820.013	3252	250.26
Lasp	1135	987.013	380	24.2953
Kr	4595	4447.01	1253	17.7805
CG6907	1818	1670.01	1830	69.1502
PMP34	1381	1233.01	80	4.09435
AQP	4484	4336.01	845	12.2978
dan	4876	4728.01	78	1.04107
lqfR	1257	1109.01	741	42.1642
SCCRO3	3776	3628.01	120	2.08725
MED27	1655	1507.01	388.386	16.2633
Syx7	1930	1782.01	489	17.3165
TM4SF	1808	1660.01	1160	44.097
CG31357	1375	1227.01	661	33.995
Trl	1231	1083.01	538	31.3481
CG18766	1468	1320.01	125	5.97577
Eaf	3780	3632.01	1283.45	22.2995
Surf4	1559	1411.01	1635	73.1222
Spn55B	1422	1274.01	37	1.83269
qkr54B	2405	2257.01	323	9.03089
CG7834	3087	2939.01	9032	193.93
RpS2	1382	1234.01	46897	2398.21
Sf3a2	935	787.023	1904	152.666
ArfGAP1	1606	1458.01	2717	117.595
Noa36	1903	1755.01	1212	43.5797
BtbVII	5408	5260.01	1597	19.1593
CG10628	2270	2122.01	894	26.5859
CG14995	1444	1296.01	35	1.7042
Syx18	1844	1696.01	523	19.4596
RpL8	1022	874.013	40127.9	2897.29
Clic	1703	1555.01	1124	45.6136
CG7745	2362	2214.01	35	0.997586
CycK	1852	1704.01	2049	75.8807
sta	888	740.033	19006	1620.7
Ip259	1046	898.013	13427	943.536
porin	837	689.042	335	30.6804
Spx	1178	1030.01	2921	178.958
thoc6	2084	1936.01	979	31.9107
Doc1	1695	1547.01	70	2.8554
Ing5	1255	1107.01	151.843	8.65576
RpL6	2464	2316.01	27406	746.736
DnaJ-1	2402	2254.01	525	14.6982
Itp-r83A	10764	10616	118	0.701428
CG2931	2899	2751.01	2806	64.3661
GlcAT-I	1663	1515.01	320	13.3289
mRpL15	3228	3080.01	2450	50.1968
Non3	1723	1575.01	1350	54.0894
CG33523	3148	3000.01	917	19.2889
CG6218	1226	1078.01	55	3.21959
CG14544	1999	1851.01	806	27.4782
CG11284	1019	871.013	661	47.8894
TfIIS	1517	1369.01	3699	170.506
Vha36-1	1783	1635.01	277	10.6911
Brf	1040	892.013	251	17.7568
Pur-alpha	2761	2613.01	543	13.1136
CG2641	1907	1759.01	68	2.43951
cpb	1281	1133.01	1006	56.0306
CG5694	3202	3054.01	1321	27.2957
CG15084	2170	2022.01	3099	96.7164
CG6398	2816	2668.01	946	22.3751
Sec13	1872	1724.01	173	6.33239
CycC	1026	878.013	287	20.6273
RpII33	2520	2372.01	1879	49.9887
CG42542	1110	962.013	110	7.21563
MFS18	1072	924.013	293	20.0102
prd	2935	2787.01	309	6.99651
Mul1	1922	1774.01	450	16.0073
CG33096	2750	2602.01	2061	49.984
TRAM	1654	1506.01	1092	45.7569
cbs	1382	1234.01	315	16.1084
Txl	2960	2812.01	2453	55.0481
nero	1306	1158.01	525	28.6094
eIF3g1	1452	1304.01	7849	379.835
CG10103	2594	2446.01	2333	60.1892
CG10425	1501	1353.01	350	16.3241
CG12320	1419	1271.01	40	1.98597
Elp1	2789	2641.01	379	9.05589
CG3726	3602	3454.01	558	10.1947
CG5335	1680	1532.01	101	4.16027
CG5966	1030	882.013	39	2.79031
Rcd-1	2187	2039.01	939	29.0608
St1	1191	1043.01	25	1.51256
cpa	2931	2783.01	1546	35.0555
alphaSnap	2050	1902.01	2646	87.7887
CG2685	2108	1960.01	1780	57.3091
CG5991	2344	2196.01	180	5.17249
CdsA	1602	1454.01	440	19.0962
l(2)37Cc	1176	1028.01	4912	301.524
RpS3A	2865	2717.01	122843	2853.12
Tbp	2398	2250.01	15373	431.157
CG10431	3887	3739.01	181	3.05481
Atg1	1151	1003.01	1298	81.664
Nelf-E	1307	1159.01	401	21.8332
RpL7A	1358	1210.01	126119	6577.38
NiPp1	1451	1303.01	110	5.32729
CG4239	1590	1442.01	450	19.6927
cyp33	1033	885.013	910	64.8865
Dok	2174	2026.01	404	12.5835
eas	3994	3846.01	291	4.77468
mfrn	2125	1977.01	174	5.55395
jbug	10165	10017	1503	9.46854
par-6	2133	1985.01	2852	90.6668
Vrp1	3861	3713.01	376	6.39034
CG32409	2408	2260.01	1309	36.5503
Ggamma30A	4102	3954.01	0	0
Uch-L5	1448	1300.01	12108	587.742
Arp10	3485	3337.01	849	16.0551
hth	4201	4053.01	195	3.03612
CG14764	2028	1880.01	614	20.6096
Zip48C	6077	5929.01	471	5.01304
CkIalpha	1584	1436.01	9722	427.228
pgant3	1411	1263.01	217	10.8421
Pbgs	3697	3549.01	1204	21.4083
CG6287	1854	1706.01	15646	578.74
AnxB10	1157	1009.01	5	0.312706
da	4311	4163.01	406	6.15433
CG5830	1434	1286.01	136.539	6.69997
CG12259	3639	3491.01	1023.3	18.4976
jumu	3907	3759.01	1632	27.3974
CG9636	1714	1566.01	415	16.723
Mat1	1725	1577.01	1042	41.696
CG1416	2119	1971.01	4789	153.327
CG2909	2065	1917.01	66	2.17261
CG11966	1526	1378.01	2	0.0915881
RpS4	1074	926.013	113605	7741.81
rngo	3086	2938.01	2471	53.0739
CG2663	1320	1172.01	24	1.29223
ems	2785	2637.01	52	1.24438
Atg3	1522	1374.01	2219	101.913
Asph	3176	3028.01	2590	53.9764
Crtc	2433	2285.01	1	0.0276168
CG46314	131	20.254	0	0
AdenoK	2554	2406.01	3372	88.4406
Tsp96F	2554	2406.01	43	1.1278
CRMP	1399	1251.01	34	1.71506
sand	1926	1778.01	3	0.106475
CG33671	2280	2132.01	4008	118.632
sina	4508	4360.01	6501	94.0924
Gbs-70E	4447	4299.01	149	2.18716
RpL29	1001	853.013	14043	1038.88
CG44838	1786	1638.01	1174	45.2286
Galt	1385	1237.01	375	19.1302
CG10209	1584	1436.01	592	26.0151
CG4603	2067	1919.01	1299.02	42.7169
CG13001_1	4770	4622.01	926.321	12.6471
CG5111	2205	2057.01	3481	106.79
CG11000	1654	1506.01	6	0.251411
mRpL1	3001	2853.01	1802	39.8578
rin	5124	4976.01	5001	63.4217
CG5482	1763	1615.01	2277	88.9712
Nup44A	1332	1184.01	999	53.2441
DPCoAC	2576	2428.01	389	10.1102
CG5281	1892	1744.01	98	3.546
btd	2277	2129.01	3231	95.7681
twf	3880	3732.01	2600	43.9635
CG11138	3918	3770.01	1304.37	21.8334
sau	3346	3198.01	2238	44.1613
Dlish	6233	6085.01	3435	35.6228
CG1227	2145	1997.01	1070	33.8116
Arp2	2287	2139.01	2954	87.1484
ATPsyngamma	1084	936.013	907	61.1488
Tasp1	1967	1819.01	777	26.9555
CG12081	1787	1639.01	395	15.2082
CG3589	4038	3890.01	1588	25.7609
senju	1179	1031.01	429	26.2576
RpLP0	2109	1961.01	22195	714.228
tos	1579	1431.01	95	4.18931
CG8142	2372	2224.01	4302	122.066
CG17746	2987	2839.01	536	11.9141
eIF2beta	3855	3707.01	1403.54	23.8926
Baldspot	2275	2127.01	274	8.1291
nmd	1950	1802.01	783	27.4199
CG12338	1241	1093.01	41	2.36712
tamo	5598	5450.01	1186	13.7325
ifc	2533	2385.01	3149	83.319
CG31522	2680	2532.01	232	5.78208
CG6664	1197	1049.01	426	25.6266
CG15628	3123	2975.01	220	4.66655
Fib	3738	3590.01	13040	229.215
U3-55K	2402	2254.01	501	14.0263
vri	4662	4514.01	115	1.60767
Ppcs	2001	1853.01	2454	83.5715
CG14194	1704	1556.01	1047	42.4615
CG11899	1126	978.013	896	57.813
Msp300	20976	20828	273	0.827136
RpL5	1352	1204.01	48078	2519.87
CG11658	1846	1698.01	4	0.148656
CG18542	111	12.4631	133	673.425
RunxB	1873	1725.01	2623	95.9551
Sans	2098	1950.01	33	1.06792
Syx1A	1498	1350.01	56	2.61765
Pp1-13C	2665	2517.01	9945	249.334
SP2637	2367	2219.01	780	22.1818
CG3061	2260	2112.01	5945	177.631
Pp4-19C	1602	1454.01	763	33.1145
Bub3	1095	947.013	3826	254.948
RagA-B	1384	1236.01	98	5.0034
CG1636	1911	1763.01	4342	155.416
CG4393	2251	2103.01	7	0.210048
Saf-B	3602	3454.01	6877	125.643
l(3)05822	3913	3765.01	2479	41.5501
CSN3	1690	1542.01	66	2.70096
Phb2	1121	973.013	1055	68.4221
CG4266	1873	1725.01	2564	93.7968
CG17233	2577	2429.01	246.018	6.39146
CG5808	1698	1550.01	485	19.7455
Mdh1	3634	3486.01	3883	70.2912
CG17712	2772	2624.01	2895	69.6217
CG1598	1321	1173.01	960	51.6453
CG10802	2528	2380.01	1733	45.9496
CG8078	2332	2184.01	976	28.2005
BHD	2853	2705.01	1012.56	23.6218
eIF2Bbeta	1079	931.013	786	53.2757
snRNP-U1-70K	2721	2573.01	3791	92.9767
Trim9	101	10.2561	0	0
CG32066	2431	2283.01	1816	50.1961
CG4069	1829	1681.01	917	34.4239
Prp18	2252	2104.01	464	13.9166
Rpn11	1633	1485.01	853	36.2478
CG14641	1484	1336.01	6666	314.86
Tcs3	2326	2178.01	1461	42.3304
trus	2969	2821.01	54	1.20796
mol	1300	1152.01	46	2.51978
CG1116	3404	3256.01	427	8.27569
CG8745	1796	1648.01	2553.76	97.7873
CG7182	2014	1866.01	4948	167.331
CG31751	2025	1877.01	246	8.27047
Gale	1975	1827.01	373	12.8834
TSG101	2310	2162.01	3179	92.7886
Antp	5185	5037.01	73	0.91456
mub	2250	2102.01	947	28.43
B52	1719	1571.01	28674	1151.78
BuGZ	4819	4671.01	1794	24.2367
ast	1917	1769.01	92	3.28185
Scsalpha	1900	1752.01	358	12.8946
CG7156	2996	2848.01	97	2.14928
CG12054	4939	4791.01	509	6.70429
Nelf-A	1859	1711.01	188	6.93373
wkd	1977	1829.01	144	4.9683
TBPH	2590	2442.01	12210	315.522
CG3529	2470	2322.01	508	13.8058
CG5068	1647	1499.01	417	17.5547
RpL41	6235	6087.01	43264	448.523
eIF3i	4600	4452.01	8526	120.851
Updo	1955	1807.01	4072	142.203
CaMKI	3030	2882.01	241	5.27695
CG13667	2281	2133.01	110	3.25433
SCAR	2344	2196.01	5736	164.83
Mdh2	1754	1606.01	26149	1027.47
UQCR-C2	2229	2081.01	6736	204.263
Kcmf1	4848	4700.01	2151	28.8804
wds	1644	1496.01	2998	126.462
CG18549	2260	2112.01	607	18.1365
PIG-A	3745	3597.01	1079	18.9296
EndoB	2666	2518.01	256	6.4157
HisRS	2255	2107.01	438.546	13.1344
dpp	9170	9022.01	334	2.33617
SRm160	5443	5295.01	6179	73.6399
CG5196	1707	1559.01	1063	43.0275
Pp1alpha-96A	3081	2933.01	846.673	18.2165
CG2972	2687	2539.01	2421	60.1717
CG5287	1554	1406.01	725	32.5395
Rim2	3822	3674.01	45	0.772919
ogre	2030	1882.01	12	0.402366
cdc14	1236	1088.01	0	0
Arpc1	1510	1362.01	279	12.9266
mts	1888	1740.01	12534	454.569
Mo25	3911	3763.01	3827	64.1778
RpS19a	120	15.477	26	106.01
wal	1413	1265.01	3638	181.481
CG32795	1832	1684.01	284	10.6423
l(1)G0156	2069	1921.01	372	12.2201
Atg18a	2846	2698.01	7114	166.392
Tango13	2278	2130.01	331	9.80636
Glycogenin	1862	1714.01	7632	280.987
RfC38	1227	1079.01	926	54.156
Flo2	1307	1159.01	420	22.8677
qkr58E-1	3232	3084.01	3900	79.8014
ZnT86D	4455	4307.01	97513	1428.72
Sodh-1	1653	1505.01	1734	72.7061
CG5641	2750	2602.01	3494	84.7375
CG17019	3570	3422.01	207	3.81725
C1GalTA	1711	1563.01	21	0.84785
RagC-D	1968	1820.01	1076	37.3078
CG10984	3590	3442.01	3023	55.4227
Ssl1	1500	1352.01	448	20.9103
Gyc89Da	1653	1505.01	7	0.293508
Desat1	3159	3011.01	2730	57.2153
CG31102	3104	2956.01	69	1.47301
CG9175	3721	3573.01	2310	40.7981
Rtc1	1735	1587.01	2783	110.661
Spat	1831	1683.01	79	2.96212
CG14043	2438	2290.01	72	1.98407
CG5346	2172	2024.01	2935	91.5076
Vps36	1533	1385.01	515	23.4647
FKBP59	1528	1380.01	2161	98.8175
Galphai	2512	2364.01	2994	79.9216
CG14646	3245	3097.01	436	8.88394
esg	2082	1934.01	7	0.228403
CG17683	2250	2102.01	370	11.1078
CG6903	1987	1839.01	27	0.926491
ctrip	26516	26368	1365	3.26676
CkIIalpha	2614	2466.01	3698	94.6311
Mkk4	2748	2600.01	534	12.9607
CycY	2050	1902.01	604	20.0394
mlt	2733	2585.01	53	1.29382
mim	1459	1311.01	144	6.93135
Fdh	3934	3786.01	8318	138.643
Task6	4016	3868.01	91	1.48462
CG1673	1449	1301.01	477	23.1366
eIF2D	2146	1998.01	1117	35.2791
Gapdh2	2082	1934.01	4450	145.199
CG5721	2077	1929.01	951	31.1105
yip2	1399	1251.01	210	10.593
MESK2	3085	2937.01	269	5.77975
casp	2385	2237.01	1637	46.1788
Ald	2338	2190.01	3005	86.5885
flw	1623	1475.01	69	2.95199
cm	1530	1382.01	1457	66.5288
alph	3555	3407.01	3193.76	59.1549
CG11448	2032	1884.01	3159	105.81
Rlip	4080	3932.01	1341.98	21.5374
CG34310	326	180.495	95	33.214
Inx3	1349	1201.01	1088	57.1667
Vps26	7438	7290.01	5551	48.0513
reb	3354	3206.01	111	2.18484
wap	1863	1715.01	2766	101.776
Sep1	3869	3721.01	5598	94.9367
Pka-C1	2185	2037.01	761	23.5751
CG8944	2802	2654.01	190	4.51765
Naam	1387	1239.01	185	9.42233
frj	1552	1404.01	206	9.25888
CG5001	2436	2288.01	158	4.35774
homer	4581	4433.01	1940	27.6163
CG6724	2392	2244.01	1760	49.4937
dco	4750	4602.01	8232	112.881
Sin1	2322	2174.01	267	7.75017
byn	3063	2915.01	332	7.1872
CG46311	1397	1249.01	140	7.07332
Mef2	2301	2153.01	37	1.08447
CG17321	4604	4456.01	3244	45.9406
